   Point	                                    	nearest_coord	                            new_distance	    new_point	                                timestamp	    uncertainty
725	POINT (14.60854803576771 59.12387903424579)	9.0	POINT (14.60854803576771 59.12387903424579)	2.0	POINT (59.12389698800709 14.60854803576771)	1610726834.0	2.0
728	POINT (14.60854793246454 59.12387460693405)	9.0	POINT (14.60854793246454 59.12387460693405)	2.0	POINT (59.12389256069537 14.60854793246454)	1610726835.0	2.0
734	POINT (14.6085425908526 59.1238710143021)	9.0	POINT (14.6085425908526 59.1238710143021)	2.0	POINT (59.12388896806343 14.6085425908526)	1610726841.0	2.0
736	POINT (14.60854584637164 59.12389788501942)	9.0	POINT (14.60854584637164 59.12389788501942)	3.5085098209256573	POINT (59.12392938049322 14.60854584637164)	1610726843.0	3.5085098209256573
740	POINT (14.60854584625035 59.12389788501025)	9.0	POINT (14.60854584625035 59.12389788501025)	3.5085098209256573	POINT (59.12392938048406 14.60854584625035)	1610726844.0	3.5085098209256573
743	POINT (14.60854584625035 59.12389788501025)	9.0	POINT (14.60854584625035 59.12389788501025)	3.5085098209256573	POINT (59.12392938048406 14.60854584625035)	1610726845.0	3.5085098209256573
748	POINT (14.60855724489327 59.12390274095549)	9.0	POINT (14.60855724489327 59.12390274095549)	2.213720039693932	POINT (59.12392261325601 14.60855724489327)	1610726851.0	2.213720039693932
749	POINT (14.60855760675961 59.12390305430105)	9.0	POINT (14.60855760675961 59.12390305430105)	2.213720039693932	POINT (59.12392292660156 14.60855760675961)	1610726852.0	2.213720039693932
751	POINT (14.60854931880603 59.12389559071597)	9.0	POINT (14.60854931880603 59.12389559071597)	2.0	POINT (59.12391354447723 14.60854931880603)	1610726853.0	2.0
753	POINT (14.60854932129116 59.123895569312)	9.0	POINT (14.60854932129116 59.123895569312)	2.213720039693932	POINT (59.12391544161254 14.60854932129116)	1610726854.0	2.213720039693932
762	POINT (14.60856021663938 59.12387113331758)	9.0	POINT (14.60856021663938 59.12387113331758)	2.0	POINT (59.12388908707891 14.60856021663938)	1610726862.0	2.0
763	POINT (14.60857149699597 59.12387572739507)	9.0	POINT (14.60857149699597 59.12387572739507)	2.0	POINT (59.12389368115638 14.60857149699597)	1610726863.0	2.0
764	POINT (14.60856752836216 59.12387752982532)	9.0	POINT (14.60856752836216 59.12387752982532)	2.3799442373556854	POINT (59.12389889430069 14.60856752836216)	1610726864.0	2.3799442373556854
767	POINT (14.60856752836229 59.12387752982528)	9.0	POINT (14.60856752836229 59.12387752982528)	2.3799442373556854	POINT (59.12389889430065 14.60856752836229)	1610726865.0	2.3799442373556854
769	POINT (14.60856752836216 59.12387752982532)	9.0	POINT (14.60856752836216 59.12387752982532)	2.3799442373556854	POINT (59.12389889430069 14.60856752836216)	1610726867.0	2.3799442373556854
770	POINT (14.60856752836232 59.12387752982514)	9.0	POINT (14.60856752836232 59.12387752982514)	2.3799442373556854	POINT (59.12389889430052 14.60856752836232)	1610726869.0	2.3799442373556854
775	POINT (14.60854435196071 59.12387716889186)	9.0	POINT (14.60854435196071 59.12387716889186)	2.0	POINT (59.12389512265317 14.60854435196071)	1610726871.0	2.0
777	POINT (14.60854084923147 59.12388494359188)	9.0	POINT (14.60854084923147 59.12388494359188)	2.0	POINT (59.12390289735316 14.60854084923147)	1610726872.0	2.0
778	POINT (14.60855007019885 59.12389775867838)	9.0	POINT (14.60855007019885 59.12389775867838)	2.0	POINT (59.12391571243963 14.60855007019885)	1610726873.0	2.0
779	POINT (14.60855007019885 59.12389775867838)	9.0	POINT (14.60855007019885 59.12389775867838)	2.0	POINT (59.12391571243963 14.60855007019885)	1610726874.0	2.0
781	POINT (14.60855007019885 59.12389775867838)	9.0	POINT (14.60855007019885 59.12389775867838)	2.0	POINT (59.12391571243963 14.60855007019885)	1610726876.0	2.0
782	POINT (14.60855006956542 59.12389774231524)	9.0	POINT (14.60855006956542 59.12389774231524)	2.0	POINT (59.12391569607649 14.60855006956542)	1610726879.0	2.0
783	POINT (14.60857206440353 59.1238776242263)	9.0	POINT (14.60857206440353 59.1238776242263)	2.483834737194666	POINT (59.12389992131429 14.60857206440353)	1610726885.0	2.483834737194666
784	POINT (14.60855818744783 59.12387069394105)	9.0	POINT (14.60855818744783 59.12387069394105)	2.483834737194666	POINT (59.12389299102907 14.60855818744783)	1610726886.0	2.483834737194666
785	POINT (14.60855430558371 59.1238836002226)	9.0	POINT (14.60855430558371 59.1238836002226)	2.483834737194666	POINT (59.12390589731056 14.60855430558371)	1610726888.0	2.483834737194666
786	POINT (14.60854665500662 59.12389918694645)	9.0	POINT (14.60854665500662 59.12389918694645)	2.483834737194666	POINT (59.12392148403437 14.60854665500662)	1610726889.0	2.483834737194666
790	POINT (14.60854967255912 59.12388202694594)	9.0	POINT (14.60854967255912 59.12388202694594)	2.0	POINT (59.12389998070722 14.60854967255912)	1610726892.0	2.0
791	POINT (14.60855801984893 59.12389952263234)	9.0	POINT (14.60855801984893 59.12389952263234)	2.0	POINT (59.12391747639358 14.60855801984893)	1610726893.0	2.0
792	POINT (14.60855801984884 59.12389952263236)	9.0	POINT (14.60855801984884 59.12389952263236)	2.0	POINT (59.1239174763936 14.60855801984884)	1610726894.0	2.0
794	POINT (14.60855801984914 59.12389952263241)	9.0	POINT (14.60855801984914 59.12389952263241)	2.0	POINT (59.12391747639365 14.60855801984914)	1610726895.0	2.0
796	POINT (14.6085477736045 59.12389167754174)	9.0	POINT (14.6085477736045 59.12389167754174)	2.0	POINT (59.12390963130301 14.6085477736045)	1610726901.0	2.0
797	POINT (14.6085505765075 59.12389882869473)	9.0	POINT (14.6085505765075 59.12389882869473)	2.0	POINT (59.12391678245598 14.6085505765075)	1610726902.0	2.0
800	POINT (14.60855057650782 59.12389882869471)	9.0	POINT (14.60855057650782 59.12389882869471)	2.0	POINT (59.12391678245596 14.60855057650782)	1610726903.0	2.0
805	POINT (14.60855349692455 59.12389922323593)	9.0	POINT (14.60855349692455 59.12389922323593)	2.0	POINT (59.12391717699717 14.60855349692455)	1610726911.0	2.0
807	POINT (14.60855811347754 59.1239037204573)	9.0	POINT (14.60855811347754 59.1239037204573)	2.331790782256665	POINT (59.12392465266477 14.60855811347754)	1610726913.0	2.331790782256665
808	POINT (14.60855865493456 59.12390422925525)	9.0	POINT (14.60855865493456 59.12390422925525)	2.466142364417668	POINT (59.12392636752084 14.60855865493456)	1610726914.0	2.466142364417668
809	POINT (14.60855478616273 59.1238997978881)	9.0	POINT (14.60855478616273 59.1238997978881)	2.0	POINT (59.12391775164934 14.60855478616273)	1610726915.0	2.0
811	POINT (14.60855478616286 59.12389979788821)	9.0	POINT (14.60855478616286 59.12389979788821)	2.0	POINT (59.12391775164946 14.60855478616286)	1610726918.0	2.0
814	POINT (14.60855478429005 59.12389978979907)	9.0	POINT (14.60855478429005 59.12389978979907)	2.0	POINT (59.12391774356031 14.60855478429005)	1610726920.0	2.0
818	POINT (14.6085564551286 59.12390136601445)	9.0	POINT (14.6085564551286 59.12390136601445)	2.0	POINT (59.12391931977569 14.6085564551286)	1610726924.0	2.0
821	POINT (14.60855342961676 59.12389982575098)	9.0	POINT (14.60855342961676 59.12389982575098)	2.0	POINT (59.12391777951223 14.60855342961676)	1610726926.0	2.0
826	POINT (14.60855342348823 59.12389980653857)	9.0	POINT (14.60855342348823 59.12389980653857)	2.0	POINT (59.12391776029982 14.60855342348823)	1610726930.0	2.0
829	POINT (14.60856108956974 59.12390034079172)	9.0	POINT (14.60856108956974 59.12390034079172)	2.0	POINT (59.12391829455296 14.60856108956974)	1610726933.0	2.0
833	POINT (14.60853665308966 59.12390064074396)	9.0	POINT (14.60853665308966 59.12390064074396)	3.2596445163836916	POINT (59.12392990218362 14.60853665308966)	1610726941.0	3.2596445163836916
834	POINT (14.60855769938051 59.12387112972934)	9.0	POINT (14.60855769938051 59.12387112972934)	2.0	POINT (59.12388908349067 14.60855769938051)	1610726944.0	2.0
835	POINT (14.60855769938055 59.12387112972939)	9.0	POINT (14.60855769938055 59.12387112972939)	2.0	POINT (59.12388908349072 14.60855769938055)	1610726945.0	2.0
836	POINT (14.60854765369234 59.12388565297542)	9.0	POINT (14.60854765369234 59.12388565297542)	2.0	POINT (59.1239036067367 14.60854765369234)	1610726946.0	2.0
837	POINT (14.60854765429562 59.12388565084704)	9.0	POINT (14.60854765429562 59.12388565084704)	2.0	POINT (59.12390360460832 14.60854765429562)	1610726948.0	2.0
838	POINT (14.60855806471173 59.12387087048706)	9.0	POINT (14.60855806471173 59.12387087048706)	2.2276631394893016	POINT (59.12389086795322 14.60855806471173)	1610726951.0	2.2276631394893016
840	POINT (14.60856515558751 59.12387330607432)	9.0	POINT (14.60856515558751 59.12387330607432)	2.0	POINT (59.12389125983563 14.60856515558751)	1610726953.0	2.0
841	POINT (14.60855091678319 59.12389606567027)	9.0	POINT (14.60855091678319 59.12389606567027)	2.0	POINT (59.12391401943154 14.60855091678319)	1610726954.0	2.0
843	POINT (14.60855396502432 59.12389621694268)	9.0	POINT (14.60855396502432 59.12389621694268)	2.0	POINT (59.12391417070393 14.60855396502432)	1610726956.0	2.0
846	POINT (14.60855396502387 59.12389621694246)	9.0	POINT (14.60855396502387 59.12389621694246)	2.0	POINT (59.1239141707037 14.60855396502387)	1610726958.0	2.0
848	POINT (14.6085539650239 59.12389621694255)	9.0	POINT (14.6085539650239 59.12389621694255)	2.0	POINT (59.1239141707038 14.6085539650239)	1610726959.0	2.0
849	POINT (14.60855396502387 59.12389621694246)	9.0	POINT (14.60855396502387 59.12389621694246)	2.0	POINT (59.1239141707037 14.60855396502387)	1610726960.0	2.0
850	POINT (14.60856023277815 59.12389918980165)	9.0	POINT (14.60856023277815 59.12389918980165)	2.0	POINT (59.12391714356289 14.60856023277815)	1610726961.0	2.0
851	POINT (14.6085576169487 59.12389593518253)	9.0	POINT (14.6085576169487 59.12389593518253)	2.0	POINT (59.12391388894379 14.6085576169487)	1610726962.0	2.0
852	POINT (14.60855761694894 59.12389593518256)	9.0	POINT (14.60855761694894 59.12389593518256)	2.0	POINT (59.1239138889438 14.60855761694894)	1610726963.0	2.0
853	POINT (14.60855200902242 59.12390149041298)	9.0	POINT (14.60855200902242 59.12390149041298)	2.0	POINT (59.12391944417422 14.60855200902242)	1610726965.0	2.0
855	POINT (14.60855015463984 59.12390127614405)	9.0	POINT (14.60855015463984 59.12390127614405)	2.0	POINT (59.12391922990528 14.60855015463984)	1610726970.0	2.0
857	POINT (14.60856702052748 59.12388233900107)	9.0	POINT (14.60856702052748 59.12388233900107)	2.0	POINT (59.12390029276236 14.60856702052748)	1610726973.0	2.0
858	POINT (14.60855071369436 59.12390117017781)	9.0	POINT (14.60855071369436 59.12390117017781)	2.0	POINT (59.12391912393905 14.60855071369436)	1610726974.0	2.0
859	POINT (14.608550713695 59.12390117017805)	9.0	POINT (14.608550713695 59.12390117017805)	2.0	POINT (59.1239191239393 14.608550713695)	1610726977.0	2.0
861	POINT (14.60854796969765 59.12388915441718)	9.0	POINT (14.60854796969765 59.12388915441718)	2.0	POINT (59.12390710817846 14.60854796969765)	1610726981.0	2.0
863	POINT (14.60855725229743 59.12390428516039)	9.0	POINT (14.60855725229743 59.12390428516039)	2.0	POINT (59.12392223892161 14.60855725229743)	1610726982.0	2.0
864	POINT (14.60855041189075 59.12389785346733)	9.0	POINT (14.60855041189075 59.12389785346733)	2.0	POINT (59.12391580722858 14.60855041189075)	1610726983.0	2.0
866	POINT (14.60855041189079 59.12389785346738)	9.0	POINT (14.60855041189079 59.12389785346738)	2.0	POINT (59.12391580722863 14.60855041189079)	1610726984.0	2.0
869	POINT (14.60855041189081 59.12389785346736)	9.0	POINT (14.60855041189081 59.12389785346736)	2.0	POINT (59.12391580722861 14.60855041189081)	1610726985.0	2.0
871	POINT (14.6085504118909 59.12389785346739)	9.0	POINT (14.6085504118909 59.12389785346739)	2.0	POINT (59.12391580722864 14.6085504118909)	1610726987.0	2.0
874	POINT (14.60856365212094 59.12387619434967)	9.0	POINT (14.60856365212094 59.12387619434967)	2.0330359626342758	POINT (59.12389444467088 14.60856365212094)	1610726991.0	2.0330359626342758
877	POINT (14.60855460635535 59.12390252933072)	9.0	POINT (14.60855460635535 59.12390252933072)	2.0	POINT (59.12392048309195 14.60855460635535)	1610726992.0	2.0
882	POINT (14.60855382328389 59.12390206622607)	9.0	POINT (14.60855382328389 59.12390206622607)	2.0	POINT (59.1239200199873 14.60855382328389)	1610726993.0	2.0
883	POINT (14.60857198553516 59.12387779120926)	9.0	POINT (14.60857198553516 59.12387779120926)	2.0	POINT (59.12389574497056 14.60857198553516)	1610727002.0	2.0
884	POINT (14.60856920047762 59.12387873324279)	9.0	POINT (14.60856920047762 59.12387873324279)	2.0	POINT (59.12389668700409 14.60856920047762)	1610727004.0	2.0
885	POINT (14.60856920047642 59.12387873324452)	9.0	POINT (14.60856920047642 59.12387873324452)	2.0	POINT (59.12389668700583 14.60856920047642)	1610727005.0	2.0
886	POINT (14.60855084501426 59.12389964975696)	9.0	POINT (14.60855084501426 59.12389964975696)	2.0	POINT (59.1239176035182 14.60855084501426)	1610727006.0	2.0
889	POINT (14.60853865828897 59.12388136660999)	9.0	POINT (14.60853865828897 59.12388136660999)	2.9051612332094843	POINT (59.12390744589563 14.60853865828897)	1610727011.0	2.9051612332094843
892	POINT (14.60854789700995 59.1238969834936)	9.0	POINT (14.60854789700995 59.1238969834936)	2.0	POINT (59.12391493725486 14.60854789700995)	1610727014.0	2.0
895	POINT (14.60855236262036 59.12390187098352)	9.0	POINT (14.60855236262036 59.12390187098352)	2.0	POINT (59.12391982474476 14.60855236262036)	1610727015.0	2.0
898	POINT (14.60855236262122 59.123901870984)	9.0	POINT (14.60855236262122 59.123901870984)	2.0	POINT (59.12391982474524 14.60855236262122)	1610727019.0	2.0
900	POINT (14.60855425769477 59.12390358328746)	9.0	POINT (14.60855425769477 59.12390358328746)	2.0	POINT (59.12392153704869 14.60855425769477)	1610727023.0	2.0
901	POINT (14.60855425769476 59.12390358328737)	9.0	POINT (14.60855425769476 59.12390358328737)	2.0	POINT (59.1239215370486 14.60855425769476)	1610727025.0	2.0
902	POINT (14.60855425769441 59.1239035832871)	9.0	POINT (14.60855425769441 59.1239035832871)	2.0	POINT (59.12392153704834 14.60855425769441)	1610727026.0	2.0
907	POINT (14.60854499661014 59.12389762080628)	9.0	POINT (14.60854499661014 59.12389762080628)	2.3470782196297284	POINT (59.12391869024727 14.60854499661014)	1610727032.0	2.3470782196297284
908	POINT (14.60855301388996 59.12389808784773)	9.0	POINT (14.60855301388996 59.12389808784773)	2.0	POINT (59.12391604160898 14.60855301388996)	1610727033.0	2.0
909	POINT (14.60855301389019 59.12389808784768)	9.0	POINT (14.60855301389019 59.12389808784768)	2.0	POINT (59.12391604160892 14.60855301389019)	1610727034.0	2.0
910	POINT (14.60855301389041 59.12389808784786)	9.0	POINT (14.60855301389041 59.12389808784786)	2.0	POINT (59.1239160416091 14.60855301389041)	1610727035.0	2.0
911	POINT (14.60855369076735 59.12390201214151)	9.0	POINT (14.60855369076735 59.12390201214151)	2.0	POINT (59.12391996590274 14.60855369076735)	1610727042.0	2.0
912	POINT (14.60855383955536 59.12390209487057)	9.0	POINT (14.60855383955536 59.12390209487057)	2.0	POINT (59.1239200486318 14.60855383955536)	1610727043.0	2.0
913	POINT (14.60855383955557 59.12390209487058)	9.0	POINT (14.60855383955557 59.12390209487058)	2.0	POINT (59.12392004863182 14.60855383955557)	1610727044.0	2.0
917	POINT (14.60855382136896 59.12390206282707)	9.0	POINT (14.60855382136896 59.12390206282707)	2.0	POINT (59.12392001658831 14.60855382136896)	1610727046.0	2.0
921	POINT (14.60855382136896 59.12390206282707)	9.0	POINT (14.60855382136896 59.12390206282707)	2.0	POINT (59.12392001658831 14.60855382136896)	1610727050.0	2.0
925	POINT (14.60858042807035 59.12388247254401)	9.0	POINT (14.60858042807035 59.12388247254401)	2.0	POINT (59.1239004263053 14.60858042807035)	1610727055.0	2.0
926	POINT (14.60855832418848 59.12390119595102)	9.0	POINT (14.60855832418848 59.12390119595102)	2.0	POINT (59.12391914971226 14.60855832418848)	1610727056.0	2.0
928	POINT (14.60855832418839 59.12390119595109)	9.0	POINT (14.60855832418839 59.12390119595109)	2.0	POINT (59.12391914971233 14.60855832418839)	1610727059.0	2.0
929	POINT (14.60854401242213 59.12389963715771)	9.0	POINT (14.60854401242213 59.12389963715771)	2.0773911609600413	POINT (59.12391828565016 14.60854401242213)	1610727061.0	2.0773911609600413
930	POINT (14.60855652956891 59.12390496315989)	9.0	POINT (14.60855652956891 59.12390496315989)	2.442691500327649	POINT (59.12392689090987 14.60855652956891)	1610727063.0	2.442691500327649
932	POINT (14.60855419208753 59.12390227539149)	9.0	POINT (14.60855419208753 59.12390227539149)	2.0	POINT (59.12392022915273 14.60855419208753)	1610727064.0	2.0
933	POINT (14.60855419208761 59.12390227539152)	9.0	POINT (14.60855419208761 59.12390227539152)	2.0	POINT (59.12392022915276 14.60855419208761)	1610727065.0	2.0
935	POINT (14.60855419208803 59.12390227539171)	9.0	POINT (14.60855419208803 59.12390227539171)	2.0	POINT (59.12392022915296 14.60855419208803)	1610727066.0	2.0
936	POINT (14.60855419208761 59.12390227539152)	9.0	POINT (14.60855419208761 59.12390227539152)	2.0	POINT (59.12392022915276 14.60855419208761)	1610727067.0	2.0
938	POINT (14.60855294743613 59.12390115226115)	9.0	POINT (14.60855294743613 59.12390115226115)	2.0	POINT (59.12391910602239 14.60855294743613)	1610727070.0	2.0
939	POINT (14.60854422022362 59.12389862454174)	9.0	POINT (14.60854422022362 59.12389862454174)	2.2726643719362647	POINT (59.1239190259785 14.60854422022362)	1610727071.0	2.2726643719362647
941	POINT (14.60855136502096 59.12389908222389)	9.0	POINT (14.60855136502096 59.12389908222389)	2.0	POINT (59.12391703598514 14.60855136502096)	1610727072.0	2.0
948	POINT (14.60854476110681 59.12390065420036)	9.0	POINT (14.60854476110681 59.12390065420036)	2.0	POINT (59.1239186079616 14.60854476110681)	1610727082.0	2.0
949	POINT (14.6085565046337 59.12390280362823)	9.0	POINT (14.6085565046337 59.12390280362823)	2.0	POINT (59.12392075738946 14.6085565046337)	1610727083.0	2.0
950	POINT (14.60855650463388 59.12390280362833)	9.0	POINT (14.60855650463388 59.12390280362833)	2.0	POINT (59.12392075738956 14.60855650463388)	1610727084.0	2.0
955	POINT (14.60855541099957 59.12390161946482)	9.0	POINT (14.60855541099957 59.12390161946482)	2.0	POINT (59.12391957322605 14.60855541099957)	1610727116.0	2.0
960	POINT (14.60855567818966 59.12390177396404)	9.0	POINT (14.60855567818966 59.12390177396404)	2.0	POINT (59.12391972772528 14.60855567818966)	1610727124.0	2.0
962	POINT (14.60855515980824 59.12390147818284)	9.0	POINT (14.60855515980824 59.12390147818284)	2.0	POINT (59.12391943194408 14.60855515980824)	1610727127.0	2.0
963	POINT (14.60855515411412 59.1239014563655)	9.0	POINT (14.60855515411412 59.1239014563655)	2.0	POINT (59.12391941012674 14.60855515411412)	1610727128.0	2.0
964	POINT (14.60855515411393 59.12390145636549)	9.0	POINT (14.60855515411393 59.12390145636549)	2.0	POINT (59.12391941012673 14.60855515411393)	1610727130.0	2.0
965	POINT (14.60855672672497 59.12389964838707)	9.0	POINT (14.60855672672497 59.12389964838707)	2.0	POINT (59.12391760214831 14.60855672672497)	1610727131.0	2.0
967	POINT (14.60855672835964 59.12389966714041)	9.0	POINT (14.60855672835964 59.12389966714041)	2.0	POINT (59.12391762090165 14.60855672835964)	1610727132.0	2.0
970	POINT (14.60855672835916 59.12389966714016)	9.0	POINT (14.60855672835916 59.12389966714016)	2.0	POINT (59.12391762090141 14.60855672835916)	1610727133.0	2.0
973	POINT (14.60855786689379 59.12390025770418)	9.0	POINT (14.60855786689379 59.12390025770418)	2.0	POINT (59.12391821146542 14.60855786689379)	1610727138.0	2.0
974	POINT (14.60855786689378 59.12390025770436)	9.0	POINT (14.60855786689378 59.12390025770436)	2.0	POINT (59.12391821146561 14.60855786689378)	1610727139.0	2.0
975	POINT (14.60855726353357 59.1238999380117)	9.0	POINT (14.60855726353357 59.1238999380117)	2.0	POINT (59.12391789177295 14.60855726353357)	1610727140.0	2.0
976	POINT (14.60854428579196 59.123900270847)	9.0	POINT (14.60854428579196 59.123900270847)	4.001008915576456	POINT (59.12393618742635 14.60854428579196)	1610727141.0	4.001008915576456
978	POINT (14.60856638102191 59.12387498597403)	9.0	POINT (14.60856638102191 59.12387498597403)	2.0	POINT (59.12389293973533 14.60856638102191)	1610727143.0	2.0
979	POINT (14.60855350119735 59.12389924385506)	9.0	POINT (14.60855350119735 59.12389924385506)	2.0	POINT (59.12391719761631 14.60855350119735)	1610727144.0	2.0
980	POINT (14.60855349634363 59.12389922041858)	9.0	POINT (14.60855349634363 59.12389922041858)	2.0	POINT (59.12391717417982 14.60855349634363)	1610727145.0	2.0
981	POINT (14.60855350119737 59.12389924385501)	9.0	POINT (14.60855350119737 59.12389924385501)	2.0	POINT (59.12391719761626 14.60855350119737)	1610727149.0	2.0
982	POINT (14.60855349896739 59.1238992331164)	9.0	POINT (14.60855349896739 59.1238992331164)	2.0	POINT (59.12391718687764 14.60855349896739)	1610727150.0	2.0
984	POINT (14.60854535008142 59.12389696397761)	9.0	POINT (14.60854535008142 59.12389696397761)	2.0	POINT (59.12391491773886 14.60854535008142)	1610727152.0	2.0
985	POINT (14.60855974243089 59.12389808195127)	9.0	POINT (14.60855974243089 59.12389808195127)	2.0	POINT (59.12391603571253 14.60855974243089)	1610727153.0	2.0
986	POINT (14.6085551598084 59.12390147818304)	9.0	POINT (14.6085551598084 59.12390147818304)	2.0	POINT (59.12391943194428 14.6085551598084)	1610727154.0	2.0
988	POINT (14.60855515980791 59.12390147818267)	9.0	POINT (14.60855515980791 59.12390147818267)	2.0	POINT (59.12391943194391 14.60855515980791)	1610727155.0	2.0
992	POINT (14.60855515980804 59.12390147818271)	9.0	POINT (14.60855515980804 59.12390147818271)	2.0	POINT (59.12391943194395 14.60855515980804)	1610727158.0	2.0
994	POINT (14.6085551562208 59.12390146414955)	9.0	POINT (14.6085551562208 59.12390146414955)	2.0	POINT (59.1239194179108 14.6085551562208)	1610727160.0	2.0
998	POINT (14.60855013665092 59.12389928576954)	9.0	POINT (14.60855013665092 59.12389928576954)	2.0	POINT (59.12391723953078 14.60855013665092)	1610727165.0	2.0
1003	POINT (14.60857439571553 59.12387748334584)	9.0	POINT (14.60857439571553 59.12387748334584)	3.2886751618291665	POINT (59.12390700539025 14.60857439571553)	1610727171.0	3.2886751618291665
1005	POINT (14.60856092513845 59.12388172315082)	9.0	POINT (14.60856092513845 59.12388172315082)	2.0	POINT (59.1238996769121 14.60856092513845)	1610727173.0	2.0
1007	POINT (14.60856092513847 59.12388172315096)	9.0	POINT (14.60856092513847 59.12388172315096)	2.0	POINT (59.12389967691225 14.60856092513847)	1610727174.0	2.0
1009	POINT (14.60856092513847 59.12388172315096)	9.0	POINT (14.60856092513847 59.12388172315096)	2.0	POINT (59.12389967691225 14.60856092513847)	1610727175.0	2.0
1011	POINT (14.60854930036203 59.12389848647739)	9.0	POINT (14.60854930036203 59.12389848647739)	2.0	POINT (59.12391644023865 14.60854930036203)	1610727177.0	2.0
1014	POINT (14.60854929797791 59.12389846574793)	9.0	POINT (14.60854929797791 59.12389846574793)	2.0	POINT (59.12391641950917 14.60854929797791)	1610727180.0	2.0
1016	POINT (14.60855990608687 59.12387133915554)	9.0	POINT (14.60855990608687 59.12387133915554)	2.0	POINT (59.12388929291686 14.60855990608687)	1610727184.0	2.0
1017	POINT (14.6085609563157 59.12389961992298)	9.0	POINT (14.6085609563157 59.12389961992298)	2.0	POINT (59.12391757368422 14.6085609563157)	1610727185.0	2.0
1021	POINT (14.6085609563157 59.12389961992298)	9.0	POINT (14.6085609563157 59.12389961992298)	2.0	POINT (59.12391757368422 14.6085609563157)	1610727190.0	2.0
1022	POINT (14.60854430762141 59.12388861468397)	9.0	POINT (14.60854430762141 59.12388861468397)	2.0	POINT (59.12390656844525 14.60854430762141)	1610727191.0	2.0
1024	POINT (14.60854961378784 59.12390037919438)	9.0	POINT (14.60854961378784 59.12390037919438)	2.0	POINT (59.12391833295563 14.60854961378784)	1610727192.0	2.0
1027	POINT (14.60854961378772 59.12390037919435)	9.0	POINT (14.60854961378772 59.12390037919435)	2.0	POINT (59.1239183329556 14.60854961378772)	1610727193.0	2.0
1031	POINT (14.6085496137879 59.12390037919435)	9.0	POINT (14.6085496137879 59.12390037919435)	2.0	POINT (59.12391833295558 14.6085496137879)	1610727197.0	2.0
1043	POINT (14.60854551821784 59.12389488603336)	9.0	POINT (14.60854551821784 59.12389488603336)	2.0	POINT (59.12391283979461 14.60854551821784)	1610727206.0	2.0
1047	POINT (14.60855319461514 59.12389492354865)	9.0	POINT (14.60855319461514 59.12389492354865)	2.0	POINT (59.12391287730991 14.60855319461514)	1610727208.0	2.0
1050	POINT (14.60857681822669 59.12387881969214)	9.0	POINT (14.60857681822669 59.12387881969214)	2.0	POINT (59.12389677345344 14.60857681822669)	1610727212.0	2.0
1051	POINT (14.60855909583323 59.12389592995003)	9.0	POINT (14.60855909583323 59.12389592995003)	2.0	POINT (59.12391388371128 14.60855909583323)	1610727213.0	2.0
1052	POINT (14.60855909583319 59.12389592995017)	9.0	POINT (14.60855909583319 59.12389592995017)	2.0	POINT (59.12391388371142 14.60855909583319)	1610727214.0	2.0
1054	POINT (14.60855909583323 59.12389592995003)	9.0	POINT (14.60855909583323 59.12389592995003)	2.0	POINT (59.12391388371128 14.60855909583323)	1610727218.0	2.0
1057	POINT (14.60854936525376 59.1238807697315)	9.0	POINT (14.60854936525376 59.1238807697315)	2.0	POINT (59.1238987234928 14.60854936525376)	1610727221.0	2.0
1059	POINT (14.60855117880925 59.12388089498514)	9.0	POINT (14.60855117880925 59.12388089498514)	2.0	POINT (59.12389884874644 14.60855117880925)	1610727223.0	2.0
1061	POINT (14.60855117880991 59.12388089498514)	9.0	POINT (14.60855117880991 59.12388089498514)	2.0	POINT (59.12389884874644 14.60855117880991)	1610727224.0	2.0
1062	POINT (14.60855761694907 59.12389593518282)	9.0	POINT (14.60855761694907 59.12389593518282)	2.0	POINT (59.12391388894407 14.60855761694907)	1610727225.0	2.0
1064	POINT (14.60855761694914 59.12389593518261)	9.0	POINT (14.60855761694914 59.12389593518261)	2.0	POINT (59.12391388894386 14.60855761694914)	1610727228.0	2.0
1066	POINT (14.60855071819072 59.1238936670547)	9.0	POINT (14.60855071819072 59.1238936670547)	2.0	POINT (59.12391162081597 14.60855071819072)	1610727233.0	2.0
1067	POINT (14.60854740259149 59.12389298813997)	9.0	POINT (14.60854740259149 59.12389298813997)	2.0	POINT (59.12391094190124 14.60854740259149)	1610727234.0	2.0
1068	POINT (14.60854740322742 59.12389298835527)	9.0	POINT (14.60854740322742 59.12389298835527)	2.0	POINT (59.12391094211653 14.60854740322742)	1610727237.0	2.0
1069	POINT (14.60854740583867 59.12389297493714)	9.0	POINT (14.60854740583867 59.12389297493714)	2.0	POINT (59.1239109286984 14.60854740583867)	1610727238.0	2.0
1070	POINT (14.60853573353946 59.1238784255961)	9.0	POINT (14.60853573353946 59.1238784255961)	2.084247583649833	POINT (59.1238971356379 14.60853573353946)	1610727241.0	2.084247583649833
1071	POINT (14.6085514562749 59.12389030043392)	9.0	POINT (14.6085514562749 59.12389030043392)	2.0	POINT (59.12390825419519 14.6085514562749)	1610727243.0	2.0
1072	POINT (14.60855145627526 59.12389030043393)	9.0	POINT (14.60855145627526 59.12389030043393)	2.0	POINT (59.1239082541952 14.60855145627526)	1610727245.0	2.0
